,id,time,title,price,rooms,surface,floor,description,bathroom,heating,garage,furniture,location,seller,seller_name
20,99641856,22/11/2022 19:12:08,"
Piso en calle de Atocha, 31, Huertas-Cortes, Madrid
",675€/mes,1 hab.,30 m²,Planta 4ª exterior con ascensor,"
Se alquila piso en calle Atocha, cerca de plaza Jacinto Benavente. Cocina en el salón, habitación sin ventana. Hay un somier pero el colchón lo tendría que traer el inquilino. Aire acondicionado en el salón. Se pide contrato indefinido y un mes de fianza por parte del casero.
",1 baño,,,Amueblado y cocina equipada,"
Calle de Atocha, 31
;
Barrio Huertas-Cortes
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Particular
","

Daniel

"
21,98968507,22/11/2022 19:12:10,"
Piso en alameda del Valle, 22, Ensanche de Vallecas - La Gavia, Madrid
",970€/mes,2 hab.,69 m²,Planta 6ª exterior con ascensor,"
Cocina totalmente amueblada y equipada con todos los electrodomésticos de primeras marcas. Baño con mueble y mampara.A/A opcional por 40€/mes.Urbanización cerrada situada en un barrio joven y consolidado, formada por viviendas de alquiler de 1, 2 y 3 dormitorios, plaza de garaje, trastero, portero 24 horas.Además, cuenta también con bonitas zonas comunes, piscina, zona ajardinada, parque infantil, un lugar idóneo para disfrutar del buen tiempo junto con los que más quieres.La vivienda cuenta con unos excelentes acabados, armarios empotrados y vestidos, cocina totalmente amueblada y semi equipada, suelos de tarima, tendedero.frente al Parque de la Gavia y rodeado de muchas zonas verdes y áreas infantiles. A tan sólo 2 minutos de la escuela infantil, colegio, instituto de educación secundaria y centro de salud.A 1 minuto de la parada de autobús 142 EMT. Cerca de las paradas Congosto y La Gavia de la Línea 1 de Metro.Excelentes comunicaciones: M40, M45, A3. Próximo al Centro Comercial La Gavia, Carrefour e Ikea. ""Consulte condiciones y disponibilidad.Sin comisiones de agencia*Infórmate de las condiciones especiales para funcionarios.REQUISITOSUn mes de fianza.Seguro de impago de rentas ( ¡sin avales ni otras garantías adicionales! ) Seguro del Hogar. Acreditar solvencia.
",1 baño,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Alameda del Valle, 22
;
Urb. Edificio Vallecas IV
;
Barrio Ensanche de Vallecas - La Gavia
;
Distrito Villa de Vallecas
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Lazora Alquiler

"
22,99643637,22/11/2022 19:12:10,"
Piso en DALI, 9, Brezo, Valdemoro
",750€/mes,2 hab.,75 m²,Planta 3ª exterior con ascensor,"
ESALJE INMOBILIARIA comercializa en alquiler vivienda zona Brezo de ValdemoroAmplia y luminosa vivienda de 75 m2, distribuido en espacioso salón comedor, cocina amueblada con amplio tendedero, 2 dormitorios con armarios empotrados, baño con bañera y garaje.Situada en tercer planta con ascensor, dentro de urbanización privada con zona ajardinada e infantil, calefacción con contador independiente, suelos de tarima, pintura lisa, climalit.Excelente comunicación con carretera y Renfe-Cercanía, la población dispone de todos los servicios como centros escolares, comercios, centros sanitarios, Hospital, amplias zonas verdes, restauración y ocio. SE ALQUILA CON SEGURO DE RENTANO DUDES EN INFORMARTE Y VISITAR CON NOSOTROS.
",1 baño,Calefacción individual,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
DALI, 9
;
Distrito Brezo
;
Valdemoro
;
Zona sur, Madrid
","
Profesional
","
Maria Jose Marquez

"
23,98886461,22/11/2022 19:12:11,"
Piso en calle de Don Quijote, 22, Cuatro Caminos, Madrid
",1.200€/mes,1 hab.,39 m²,,"
[ESP] DISPONIBLE EN: Diciembre. Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"". [ENG] AVAILABLE FROM: December. Book online by clicking on ""additional link"" under the map. [ESP] No se aceptan alquileres inferiores a 1 mes [ENG] Rentals of less than 1 month are not accepted [ESP] Edad aceptada: 18 - 35 [ENG] Age accepted: 18 - 35Fianza/Deposit: 1300Costes de apertura del contrato/Contract opening fees: - 200.0 including: check-in + cleaning costs. Charged only at the signature of the contractAviso de cancelación/Notice of cancellation: 2 meses/months*************[ESP] ¿CÓMO FUNCIONA ROOMLESS?Roomless es una plataforma online de alquileres de media-larga duración que nace como garantía para el inquilino: comprobamos todos los pisos y las fotos son recientes y fiables para que puedas reservar online con tranquilidad para evitar que alguien lo haga antes que tú. Para reservar en línea, siga el enlace que aparece al final de la página (debajo del mapa) y haga clic en ""alquilar ahora"".Si necesita ayuda, póngase en contacto con nosotros y le ayudaremos.[ENG] HOW DOES ROOMLESS WORK?Roomless is an online platform for medium-long term rentals that was created as a guarantee for the tenant: we check all the apartments and the photos are recent and reliable so you can book online with peace of mind to avoid someone else doing it before you.To book online, follow the link at the end of the page (under the map) and click on ""rent now"".If you need help, contact us and we will help you.*************.
",1 baño,Calefacción individual: Gas natural,,Amueblado y cocina equipada,"
Calle de Don Quijote, 22
;
Barrio Cuatro Caminos
;
Distrito Tetuán
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
roomless .

"
24,99643348,22/11/2022 19:12:12,"
Piso en Huertas-Cortes, Madrid
",5.000€/mes,4 hab.,200 m²,Planta 5ª exterior con ascensor,"
Luminoso piso exterior con garaje en CortesEngel & Völkers presenta esta espectacular vivienda situada en una ubicación privilegiada.Sus 200m2 se distribuyen en varias zonas, empezamos por un amplio hall de entrada que lleva al salon dividida en dos zonas diferenciadas con amplios ventanales con vistas despejadas con orientacion sur este. Junto al salon nos encontramos con la cocina, totalmente equipada con todos los electrodomesticos incorporados. El comedor es independiente con una gran vidriera que comunica con el salon. La zona de dormitorios incluye cuatro habitaciones. Hay dos dormitorios amplios que comparten baño con bañera. El tercer dormitorio esta en suite con su baño privado. El dormitorio principal tiene un baño en suite, con una gran bañera. Toda la vivienda tiene amplios armarios empotrados. El aire acondicionado es por conductos y calefacion por gas. Además, dispone de una plaza de garaje en el edificio incluida.Engel & Völkers presenta este fantástico inmueble se encuentra ubicado en un edificio emblemático del centro de Madrid a escasos metros de los principales museos de la ciudad, el Jardín Botánico y la Estación Atocha. Permite a pocos metros y en un agradable paseo a pie disfrutar de las mejores ofertas culturales, comerciales y de ocio. Así mismo, la zona cuenta con las mejores conexiones de transporte publico como metro, tren de cercanías, autobuses y taxis que permiten una inmejorable conexión con el resto de la ciudad. Debido a la influencia internacional potenciada por el turismo, convierte a esta zona en un área cosmopolita ideal para disfrutar de un entorno dinámico, moderno y multicultural. Madrid, la gran ciudad cosmopolita en la puerta de casa.
",3 baños,Calefacción individual,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
;
Barrio Huertas-Cortes
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Madrid MMC

"
25,96437175,22/11/2022 19:12:13,"
Piso en calle Almansa, 8, Zona Estación, Pozuelo de Alarcón
",965€/mes,1 hab.,54 m²,Planta 3ª exterior con ascensor,"
Te presentamos “NUVA POZUELO”, una exclusiva urbanización cerrada con piscina, y un proyecto de renovación de las zonas comunes que hará que la urbanización cuente con un espectacular rooftop con cine de verano y zona chill-out, en pleno corazón de Pozuelo, a tan sólo tres minutos andando de la Estación de Cercanías.Las viviendas, modernas y luminosas, cuentan con plaza de garaje y trastero así como calidades de primera; aire acondicionado en todas las estancias y calefacción mediante suelo radiante eléctrico (con termostatos independientes en el salón y en cada dormitorio). Disponen, además, de cocina totalmente amueblada y con electrodomésticos.Cerca de la urbanización encontramos todos los servicios necesarios: supermercados, servicios de transporte público, instalaciones deportivas, parques públicos, colegios de prestigio, hospitales y centros médicos, etc.No lo dudes, ven a conocer NUVA POZUELO y encuentra tu vivienda ideal.Precio con campaña comercial incluida.REQUISITOS·Un mes de fianza.·Seguro de impago de rentas ·Seguro del Hogar.·Acreditar solvencia.
",1 baño,Calefacción individual: Eléctrica,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Calle Almansa, 8
;
Urb. Edificio Pozuelo
;
Barrio Zona Estación
;
Distrito Zona Estación
;
Pozuelo de Alarcón
;
Zona noroeste, Madrid
","
Profesional
","
NUVA LIVING

"
26,99643367,22/11/2022 19:12:14,"
Piso en HERNAN CORTES, Chueca-Justicia, Madrid
",1.050€/mes,1 hab.,60 m²,Planta 3ª exterior con ascensor,"
***ALQUILOBARAJAS*** Alquila ACOGEDOR piso de 60m2 en muy buen estado y muy luminoso, amueblado, zona CENTRO, todo exterior, se compone de 1 dormitorio, salon comedor, cocina independiente y equipada electrodomesticos(lavadora, lavajillas, frigorifico, etc. , ) 1 baño completo con bañera hidromasaje, 2 armarios empotrados (tres cuerpos), buenas calidades; carpinteria interior lacada blanca, suelos de tarima, ventanas climalit, puerta blindada, A/A frio/Calor en split en salon y dormitorio, calefaccion acumuladores con tarifa nocturna. Bien situado, a 5 minutos del metro de CHUECA, 2 minutos de la zona comercial, restaurantes, gimnasios, piscinas.REQUISITOS: Contrato de trabajo, ultima tres nominas, Mes de Alquiler, Mes de Fianza, Mes de honorarios Inmobiliario más IVA (21%***DISPONIBILIDAD A PARTIR 23 DE DICIEMBRE 2022***¡VEN A VERLO! TE VA A ENCANTAR! Para mas información llamen al 913054031 con REF. A1406"".
",1 baño,Calefacción individual,,Amueblado y cocina equipada,"
HERNAN CORTES
;
Barrio Chueca-Justicia
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
alquilo barajas

"
27,95825899,22/11/2022 19:12:15,"
Piso en calle del General Díaz Porlier, 33, Goya, Madrid
",1.700€/mes,1 hab.,80 m²,Planta 5ª interior con ascensor,"
ENTRADA SEGUNDA QUINCENA DE FEBREROFantástico apartamento de 80m2 en pleno Barrio de salamanca a escasos metros de la calle Goya(300m), Retiro(800m) y gran cantidad de puntos de interes del Barrio de Salamanca(Compras, teatros, cines, Restaurantes.. . ).Apartamento de 1 dormitorio muy luminoso con terraza con Cesped(se instalara), mesita de jardin y sillas y tumbona, con orientacion poniente.El piso estara totalmente amueblado el dia 1 de Diciembre.Electrodomesticos Nuevos a estrenar.Baño completo con Mampara de ducha(en Instalacion).Zona de armarios empotrados fuera de la habitacion.Habitacion principal con cama de 150x190cm, sillon en dormitorio, y mesa de estudio.Salon comedor con sofa grande(cama) de 3 plazas, mesita baja y TV de 50""en pared, comedor con mesa de madera y 4 sillas.Cocina abierta al salon con 2 banquetes tipo Bar hacia Salon, todos los electrodomesticos nuevos a estrenar.Piso con aire acondicionado.Calefaccion individual de gas natural.Portero fisico en la finca.Posibilidad de garahje por 150€ mes segun disponibilidad.Edificio con 2 ascensores amplios.Condiciones del alquiler:1 mes de Fianza1 mes corriente en curso(Diciembre)1 mes de Honorarios de inmobiliariaGarantias del alquiler:Nomina fija o contrato de trabajo.
",1 baño,Calefacción individual,,Amueblado y cocina equipada,"
Calle del General Díaz Porlier, 33
;
Barrio Goya
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Nicolas Gomez Vera

"
28,99643140,22/11/2022 19:12:16,"
Piso en calle del Marqués de Jura Real, 29, Comillas, Madrid
",950€/mes,2 hab.,63 m²,Planta 4ª exterior con ascensor,"
Alquilo este piso en el barrio de Comillas. Está muy bien comunicado junto a la A42 y salida de la M30, pero no hay ruido porque da a la otra parte del edificio, a unos arboles muy agradables con pájaros. En la misma calle hay centro de salud, varios supermercados, bazares y bares. El piso tiene 2 habitaciones grandes, una de ellas con un vestidor espectacular y la otra con 5 armarios empotrados. La cocina se comunica con un salón muy agradable donde da la luz por entre los arboles por las tardes. El precio incluye agua y comunidad.
",1 baño,Calefacción individual: Gas natural,,Amueblado y cocina equipada,"
Calle del Marqués de Jura Real, 29
;
Barrio Comillas
;
Distrito Carabanchel
;
Madrid
;
Madrid capital, Madrid
","
Particular
","

daniseco

"
29,98306355,22/11/2022 19:12:17,"
Piso en camino viejo del Cura, Encinar de los Reyes, La Moraleja
",3.000€/mes,3 hab.,122 m²,Planta 1ª exterior con ascensor,"
Living La Moraleja, boutique inmobiliaria, ofrece espectacular piso en la mejor zona de La Moraleja, junto a HOYO 10 y al Real Club La Moraleja Campo 2.La vivienda, muy luminosa con orientación sureste, cuenta con 122 metros de superficie construida.Se distribuye en amplio salón con terraza, cocina totalmente amueblada y equipada, 3 dormitorios con armarios empotrados y 3 baños completos. Excelentes calidades con suelos de mármol y tarima. Cuenta con calefacción individual por suelo radiante y aire acondicionado.El precio incluye dos plazas de garaje y un trastero en el mismo edificio. Se ubica en una demandada ubicación con amplias zonas comunes, jardín, piscina, gimnasio y sauna.Ven a verlo, te encantará.
",3 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Camino viejo del Cura
;
Urb. LAS LOMAS GOLF
;
Distrito Encinar de los Reyes
;
La Moraleja
;
Zona norte, Madrid
","
Profesional
","
Living La Moraleja

"
30,99643249,22/11/2022 19:12:19,"
Piso en calle MAX AUB, Vallehermoso, Madrid
",1.200€/mes,1 hab.,63 m²,Planta 3ª exterior con ascensor,"
ALQUILOFÁCIL MONCLOA alquila piso en Madrid.Piso amueblado con salón luminoso al exterior. Cuenta con aire acondicionado y calefacción central de gas. Tiene una habitación con cama y armarios. La cocina se encuentra totalmente equipada con electrodomésticos y dispone de un baño con bañera y lavabo. Ubicado en una de las mejores zonas de la ciudad donde se puede encontrar amplia variedad de comercios y servicios, lugares de ocio y restauración, supermercados, centros comerciales, bancos, universidades, hospitales, farmacias, etc. Cercano a estaciones de metro y autobuses.¡CONTACTANOS PARA VERLO!REQUISITOS:1 MES DE FIANZA +1 MES DE AGENCIA (+IVA).
",1 baño,Calefacción central: Gas,,Amueblado y cocina equipada,"
Calle MAX AUB
;
Barrio Vallehermoso
;
Distrito Chamberí
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Alquilofácil /Vendofácil Moncloa ...

"
31,85524258,22/11/2022 19:12:19,"
Piso en Paso de los Parques, Encinar de los Reyes, La Moraleja
",1.500€/mes,2 hab.,100 m²,Planta 1ª exterior con ascensor,"
In-2779 PICASSA gestiona Alcobendas. Zona Encinar de los Reyes. C/ Paseo de los Parques, Piso luminosos en alquiler de unos 80 m útiles con terraza de unos 7 m. Amplia cocina amueblada con electrodomésticos y con office, salón de paso con unos 22 m, dos habitaciones con armarios empotrados y dos baños completos. Aire acondicionado en toda la vivienda. Plaza de garaje y trastero. Amplia zona común con piscina, padel y zona infantil. Vigilancia 24h.Localizado en una zona privilegiada a pocos minutos de Madrid centro y cerca de colegios, supermercados, colegios, el parque de Arroyo de la Vega, centros de salud y el Hospital Infanta Sofía. A 15 minutos en autobús de Plaza Castilla y a 10 minutos de la estación de tren de Alcobendas-San Sebastian de los Reyes. MEJOR VER.
",2 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Paso de los Parques
;
Distrito Encinar de los Reyes
;
La Moraleja
;
Zona norte, Madrid
","
Profesional
","
Departamento Comercial

"
32,28321306,22/11/2022 19:12:20,"
Dúplex en calle Eraso, Guindalera, Madrid
",1.700€/mes,2 hab.,74 m²,Planta 3ª exterior con ascensor,"
Ático dúplex sin amueblar muy luminoso y moderno con una superficie apróximada de 74 m². Consta de dos dormitorios dobles (ambos con armarios empotrados), salón comedor con mirador, cocina independiente y equipada con tendedero cubierto, dos baños completos (uno con bañera y el otro con plato de ducha) y terraza a la que se accede por una escalera de caracol desde el salón. Cuenta con suelos de parqué, armarios empotrados, calefacción y agua caliente individuales por gas natural, aire acondicionado frio/calor por conductos en toda la vivienda, puerta blindada, video-portero automático y ventanas de climalit. Incluye plaza de garaje, piscina comunitaria y salón de actos. Situado en edificio seminuevo con zonas ajardinadas, ascensor y portero muy cercano a la Plaza de San Cayetano, cuenta con excelentes comunicaciones y servicios en las inmediaciones.
",2 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
Calle Eraso
;
Barrio Guindalera
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Soluciones Tengacasa

"
33,29393724,22/11/2022 19:12:21,"
Ático en Las Tablas, Madrid
",1.400€/mes,3 hab.,100 m²,Planta 5ª exterior con ascensor,"
In-2775 Madrid. Zona Las Tablas (Telecinco). Ático en alquiler de 80 m útiles, con terraza de 25 m con toldos. Tres habitaciones con armarios empotrados, dos baños completos, salón de 25 m, amplia cocina con electrodomésticos. Plaza de garaje y trastero. Zona común con Piscina. MEJOR VER. Localizado en una zona privilegiada a pocos minutos del Centro comercial y a escasos metros de colegios, supermercados, parques infantiles, centros de salud. A 10 minutos en autobús de Plaza Castilla. DISPONIBLE DESDE 1 DE ENERO.
",2 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
;
Barrio Las Tablas
;
Distrito Fuencarral
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Departamento Comercial

"
34,81655503,22/11/2022 19:12:22,"
Piso en Palomas, Madrid
",1.175€/mes,2 hab.,115 m²,Planta 4ª exterior con ascensor,"
Piso de 115 m² situado en una 4ª planta. Recibidor, salón/comedor, 2 dormitorios, 2 baños con mamparas (el principal en suite con bañera de hidromasaje y el otro con ducha), cocina equipada con electrodomésticos y tendedero. Trastero y 1 plaza de garaje incluida en el precio. Aire acondicionado y calefacción individual gas. Persianas eléctricas en toda la casa y doble acristalamiento en los dormitorios. Urbanización con piscina, piscina infantil, pádel, gimnasio con sauna y vigilancia 24h. Grandes ventanales que hacen que el piso sea muy alegre y luminoso. Disponible para entrar en enero, se puede visitar ya.Somontey es una agencia inmobiliaria con 30 años de experiencia en la gestión de propiedades de lujo en las zonas de máximo prestigio de Madrid. Especialistas en la zona del Parque Conde Orgaz, pero también abarcan otras como Campo de las Naciones, Arturo Soria, Chamartín, El Viso, Piovera, Barrio Salamanca y La Moraleja. Vocación de servicio, especialización, criterios de selección de propiedades claros, procesos bien definidos, búsqueda de la eficacia, profesionalidad, transparencia y confidencialidad son nuestro sello.
",2 baños,Calefacción individual: Gas natural,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
;
Barrio Palomas
;
Distrito Hortaleza
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Patricia Lozano

"
35,99392638,22/11/2022 19:12:23,"
Piso en calle de Recoletos, Recoletos, Madrid
",2.500€/mes,2 hab.,86 m²,,"
Domus Aurea Capital presenta esta vivienda de 2 dormitorios en Recoletos. La vivienda está en la 3ª planta exterior del edificio, es una casa con mucha luz natural, con lo cual se caracteriza por su luminosidad y su espacio de almacenaje. El piso está reformado y amueblado, pendiente cambiar el suelo y pintar. Cuenta con calefacción individual por gas natural y aire acondicionado por conductos. Tiene paredes lisas y suelo de tarima. En la habitación principal podemos encontrar un gran vestidor incorporado. El piso cuenta con 3 balcones a la calle Recoletos, y esta dividido en: Salón-comedor, Cocina completamente equipada, cuenta con lavavajillas, lavadora, horno, microondas, nevera y vitrocerámica, 2 dormitorios dobles y 1 baño renovado.Domus Aurea Capital es una boutique inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.
",1 baño,,,Amueblado y cocina equipada,"
Calle de Recoletos
;
Barrio Recoletos
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Domus Aurea Capital

"
36,99643152,22/11/2022 19:12:24,"
Piso en Parla Este, Parla
",775€/mes,2 hab.,75 m²,Planta 11ª exterior con ascensor,"
Piso en parla. Sin amueblar. No mascotasvivienda en planta 11 de edifico con ascensor, garaje para coche pequeño, en urbanizacion con piscina y zonas verdespreciosa vivienda, exterior, dos hab, salon, cocina y dos wc, 1 mes de fianzames corriente y mes de agenciaimprescindible contrato indefinido y nominas de almenos 2000€ en la unidad familiar.
",2 baños,Calefacción individual,Plaza de garaje incluida en el precio,Cocina equipada y casa sin amueblar,"
;
Distrito Parla Este
;
Parla
;
Zona sur, Madrid
","
Profesional
","
Tu-inmobiliaria .

"
37,92199100,22/11/2022 19:12:25,"
Piso en calle del Conde de Aranda, Recoletos, Madrid
",5.700€/mes,3 hab.,283 m²,Planta 1ª exterior con ascensor,"
Domus Aurea Capital presenta esta lujosa vivienda de 3 habitaciones en el distrito de Recoletos. Vivienda exterior con 4 balcones y 284 m² construidos, ubicada en la primera planta de una finca reformada en 2017, esquina con Serrano. Entrando a la vivienda nos encontramos con un amplio hall de 16 m² acompañado de un aseo de cortesía, a continuación llegamos al amplio salón comedor de 50 m² con 4 balcones a Conde de Aranda y otra zona que puede ser usada como despacho o sala de estar con baño con ducha. La cocina cuenta con todos los electrodomésticos de primeras marcas Neff, dispone de zona de lavado y almacenaje con lavadora y secadora Bosch. La zona de noche tiene 3 habitaciones, la principal cuenta con una habitación de 16 m², pasillo lleno de armarios empotrados y baño en suite con bañera. Las otras dos habitaciones cuentan cada una de ellas con 14 m² y baño en suite. Calefacción individual por gas, aire acondicionado por conductos y armarios empotrados. la finca cuenta con ascensor, un vecino por planta y portero físico.   Domus Aurea Capital es una boutique inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.  .
",5 baños,Calefacción individual: Gas natural,,Cocina equipada y casa sin amueblar,"
Calle del Conde de Aranda
;
Barrio Recoletos
;
Distrito Barrio de Salamanca
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Domus Aurea Capital

"
38,99643113,22/11/2022 19:12:26,"
Piso en calle de Alejandro Sánchez, 18, Opañel, Madrid
",820€/mes,2 hab.,67 m²,Bajo exterior con ascensor,"
PARTICULAR ALQUILA, zona metro Urgel, Piso bajo de 65 metros, exterior, 2 amplios dormitorios, reforma integral de toda la casa, impermeabilizado tanto en interior como exterior estructuralmente para que no haya posibilidad de humedad, 2 amplios dormitorios, amplio salon independiente, cocina a estrenar con microondas, vitro, horno y campana decorativa de diseño, precioso baño con ventana, calefaccion individual calor azul de bajo consumo, suelo tarima AC5, puertas blancas macizas de diseño, ventanas climalit oscilovatientes, luces led en toda la vivienda, electricidad y fontaneria nuevas, paredes lisas, gran maletero, absolutamente todo nuevo, MUY LUMINOSO, a 3 minutos de metro Urgel (linea 5 y 6) y muchas lineas de autobus, cerca de Madrid Rio, Mercadona, Dia, a 30 metros de Gral Ricardos, mejor zona e ubicacion, piso muy tranquilo sin ruido alguno. Apto para personas en silla de ruedas o movilidad reducida, ALQUILER SIN AMUEBLAR (Excepto lo reseñado en el anuncio) 820 €, ALQUILER TOTALMENTE AMUEBLADO con electrodomesticos y todo a estrenar en toda la casa, 875 €.
",1 baño,Calefacción individual,,Amueblado y cocina equipada,"
Calle de Alejandro Sánchez, 18
;
Barrio Opañel
;
Distrito Carabanchel
;
Madrid
;
Madrid capital, Madrid
","
Particular
","

Maria Luisa

"
39,99389951,22/11/2022 19:12:27,"
Piso en calle de Antonio Maura, Jerónimos, Madrid
",5.500€/mes,3 hab.,235 m²,Planta 5ª exterior con ascensor,"
med053-SIN COMISIÓN DE AGENCIA. Fantástico piso exterior en el emblemático barrio de Jerónimos, con sus preciosas plazas, iglesias, mercados, restaurantes y galerías de arte; muy cerca del Parque del Buen Retiro, una zona privilegiada magníficamente comunicada por todos los medios de transporte: autobús, metro y tren.  Esta magnifica vivienda de 3 dormitorios y 3 baños cuenta con un amplio recibidor, un salón-comedor con chimenea y tres balcones, uno de ellos con mirador, un pasillo distribuidor con armarios empotrados y en el que también se encuentra ubicado un aseo de cortesía. Los tres dormitorios cuentan con armarios empotrados y su propio baño en suite, dos de ellos con ducha y el principal, con bañera. La cocina es independiente y está completamente equipada con los principales electrodomésticos. La vivienda cuenta con calefacción eléctrica, aire acondicionado por conductos frío/calor, suelos de madera y agua caliente por gas natural. Se ubica en una bonita finca representativa de 1925 con techos de 4 metros, ascensor y servicio de conserjería. Además dispone de un club social comunitario y dos trasteros independientes. Condiciones: contrato mínimo de 1 año, no apto para alquiler vacacional. En Real Home Madrid estamos para ayudarte en la gestión de todo tipo de propiedades en el sector inmobiliario, donde nuestra experiencia nos permite ofrecerte soluciones y resultados en todo tipo de transacciones inmobiliarias. Llámanos para solicitar más información.
",4 baños,Calefacción individual: Eléctrica,,Cocina equipada y casa sin amueblar,"
Calle de Antonio Maura
;
Barrio Jerónimos
;
Distrito Retiro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Real Home Madrid

"
40,87306378,22/11/2022 19:12:28,"
Piso en Valleaguado - La Cañada, Coslada
",600€/mes,1 hab.,50 m²,Bajo exterior sin ascensor,"
GPa-18782. Se Alquila coqueto apartamento en Coslada de 50m2 construidos y unos 45 útiles totalmente amueblado se distribuyen en un salón exterior con cocina americana, un baño completo y un dormitorio amplio, exterior, con armario empotrado y tiene acceso a un pequeño patio, también dispone de un trastero comunitario.Todos los servicios cercanos como paradas de autobús, metro, supermercados, centro de salud, hospital, colegios e institutos, parques, mejor verlo.
",1 baño,Calefacción individual: Gas natural,,Cocina equipada y casa sin amueblar,"
;
Distrito Valleaguado - La Cañada
;
Coslada
;
Corredor del Henares, Madrid
","
Profesional
","
geppco asesores

"
41,99401476,22/11/2022 19:12:28,"
Piso en calle de Campomanes, Palacio, Madrid
",2.200€/mes,3 hab.,136 m²,Planta 3ª exterior con ascensor,"
a689 - Real Home Madrid ofrece este precioso piso exterior de tres habitaciones, a escasos minutos del Palacio Real y Teatro de la Opera y a unos 10 minutos andando de Sol, una zona perfectamente comunicada por varias líneas de metro, autobús y cercanías. Se trata de un piso reformado con dos balcones que aportan mucha luminosidad. Esta magnifica vivienda de 3 dormitorios y 3 baños cuenta con un amplio salón-comedor exterior con cocina abierta, completamente equipada con los principales electrodomésticos. El dormitorio principal dispone de baño en suite y armario empotrado; la segunda habitación cuenta también con baño privado y armario empotrado; y la tercera habitación cuenta con amplio armario empotrado y el baño se ubica en el pasillo.La casa dispone de varios armarios empotrados, dos balcones, trastero, suelos de tarima y calefacción individual de gas natural. Se ubica en una bonita finca de 1905 con ascensor. La vivienda se alquila sin muebles. Llámenos para solicitar más información.En Real Home Madrid estamos para ayudarte en la gestión de todo tipo de propiedades en el sector inmobiliario, donde nuestra experiencia nos permite ofrecerte soluciones y resultados en todo tipo de transacciones inmobiliarias. Llámanos para solicitar más información. Condiciones: contrato mínimo de un año, mes de fianza y media mensualidad de gestión de agencia + IVA.
",3 baños,Calefacción individual: Gas natural,,Cocina equipada y casa sin amueblar,"
Calle de Campomanes
;
Barrio Palacio
;
Distrito Centro
;
Madrid
;
Madrid capital, Madrid
","
Profesional
","
Real Home Madrid

"
42,99643039,22/11/2022 19:12:29,"
Piso en calle San Vicente de Paul, 11, Centro, Valdemoro
",850€/mes,4 hab.,109 m²,Planta 3ª interior con ascensor,"
Redpiso alquila Estupendo Piso en la zona Guardia Civil de Valdemoro Completamente amueblado. La vivienda Consta de 86m² que se distribuye en cuatro dormitorio, 1 baño y 1 aseo, salón-comedor amplio con aire acondicionado con salida a terraza exterior, cocina de buen tamaño totalmente equipada. Por su cercanía a todos los servicios y su amplitud es ideal para familia. Zona tranquila con excelente comunicación por carretera, rápido acceso a la A-4, M-50, R4, M-45. A escasos 2 minutos de una de las calles principales del centro. Requisitos: Dos Contratos de trabajo Indefinidos con antigüedad de un año o superior o un Contrato con Nómina igual o superior a 2500€, tres últimas nóminas, DNI o NIE. El alquiler se realizara con Seguro de Impagos. Se le solicita un mes de fianza, el mes entrante y el monto de una mensualidad más IVA como parte de los honorarios de la Agencia Inmobiliaria. ¡ Contáctenos y Visite sin compromiso!.
",1 baño,,,Amueblado y cocina equipada,"
Calle San Vicente de Paul, 11
;
Distrito Centro
;
Valdemoro
;
Zona sur, Madrid
","
Profesional
","
REDPISO VALDEMORO CENTRO

"
